ACG2001,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ACG2001L,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
ACG2011,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ACG2011L,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
ACG2021,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ACG2021L,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
ACG2031,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
ACG2071,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ACG2071L,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
ACG2450,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
AMH2010,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
AMH2020,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
ARC2701,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
ARH1000,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
AVM2515,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
BSC1005,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
BSC1050,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
BSC2010,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
BSC2085,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
BSC2085L,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
BSC2086,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
BSC2086L,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
BUL2241,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
BUL4461,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CCJ1010,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CCJ1020,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CCJ1191,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CCJ2650,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CCJ3032,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CCJ3663,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CCJ3666,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CCJ3700,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CCJ4054,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CCJ4450,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CCJ4651,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CCJ4660,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CGS1060C,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CGS1540C,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
CGS1560,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CGS2091,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CGS2108,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CGS3763,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
CIS1321,1,6/27/2018,6/28/2018,1,7/30/2018,7/31/2018
CIS2322,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CIS3360,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CIS3510,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CIS4617,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
CJC1000,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CJC1162,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CJC4311,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CJE1640,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CJE2600,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CJE3115,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
CJE3574,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
CJE4615,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
CJJ2002,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CJL1100,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
CJL2062,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
CJL3044,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
CJL3564,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CLP1006,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
CLP2140,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CNT4702,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
COP1332,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
COP1334,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
COP2333,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
COP2800,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
COP2805C,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
COP2822,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CTS1131,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
CTS1134,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
CTS2463,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
DEP2000,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
DSC1006,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
DSC2242,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
DSC2590,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
EAP1600,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
EAP1600L,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
EAP1620,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
EAP1640,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
EAP1640L,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
EAP1660,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ECO2013,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
ECO2023,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
ECO2301,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
EDF1005,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
EDF2085,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
EME2040,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ENC0015,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
ENC0025,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
ENC1101,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
ENC1102,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ENC2300,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
ENT2502,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
ESC1000,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
FIN2000,1,6/27/2018,6/28/2018,1,7/30/2018,7/31/2018
FIN2010,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
FIN2100,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
FIN3400,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
FIN3403,1,6/27/2018,6/28/2018,1,7/30/2018,7/31/2018
FOT2826,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
EVR1001,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
GEB1011,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
GEB2112,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
GEB2350,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HFT1000,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
HFT1210,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
HFT2500,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
HFT2800,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HIM0434,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HIM0450,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HIM1000,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HIM1300,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
HIM2214C,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HIM2433,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HIM2472,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
HLP1081,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
HSC0003,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
HSC2400,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
HUM1020,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
HUN1201,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
IND1100,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
INR2002,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
ISM4011,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
ISS1120,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
ISS1161,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
LIS2004,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
LIT2120,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
LIT2480,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MAC1105,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAC1114,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAC1140,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAC1147,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAC2233,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAN2021,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
MAN2604,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MAN3025,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAN3065,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MAN3240,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MAN3301,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MAN3504,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
MAN3506,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MAN3554,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
MAN3786,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
MAN4120,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
MAN4162,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MAN4520,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
MAN4597,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MAN4720,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MAN4894,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
MAN4900,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
MAN4940,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MAN4941,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
MAR1011,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MAR2150,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
MAT0028,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
MAT1033,1,6/27/2018,6/28/2018,1,7/30/2018,7/31/2018
MCB2010,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MGF1106,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MGF1107,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MKA1021,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MKA1041,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MKA1161,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
MNA1345,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
MTB1103,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
MUL1010,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
MUL2380,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
MUM2700,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
MUM2702,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
MUM2704,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
NUR3045,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
NUR3069,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
NUR3165,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
NUR3178,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
NUR3289,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
NUR3674,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
NUR3805,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
NUR3846,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
NUR4636,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
NUR4667,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
NUR4827,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
OCE1001,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
OST2335,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
PHI2010,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
PHI2604,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
PHY1025,1,6/25/2018,6/26/2018,1,8/1/2018,8/2/2018
PLA2003,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
POS2041,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
POS2112,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
PSC1121,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
PSC1515,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
PSY2012,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
PUR2003,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
QMB2100,1,6/27/2018,6/28/2018,1,7/30/2018,7/31/2018
QMB2100L,0,1/1/2000,1/1/2000,0,1/1/2000,1/1/2000
REA0007,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
REA0017,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
REL1210,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
REL1240,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
REL2300,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
SBM1000,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
SCC1000,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
SCC2020,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
SLS1106,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
SLS1505,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
SLS1510,0,1/1/2000,1/1/2000,1,7/30/2018,7/31/2018
SPC1017,1,6/27/2018,6/28/2018,0,1/1/2000,1/1/2000
SPN1120,1,6/25/2018,6/26/2018,1,7/30/2018,7/31/2018
SPN1121,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
STA2023,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
SYG2000,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
SYG2230,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
TAX2000,1,6/25/2018,6/26/2018,0,1/1/2000,1/1/2000
TRA1154,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
TRA2010,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
TRA3132,0,1/1/2000,1/1/2000,1,8/1/2018,8/2/2018
WOH2012,1,6/27/2018,6/28/2018,1,8/1/2018,8/2/2018
